start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
141.6517386,143.5611486,4249,4306,#C C inspects the food
143.5611486,144.42572859999999,4306,4332,#C C scoops the food with a knife
144.42572859999999,146.2087386,4332,4386,#C C puts the food on the cooking pot
146.2087386,147.4155386,4386,4422,#C C inspects the food
147.4155386,154.4958686,4422,4634,#C C chops the food
154.4958686,155.7449686,4634,4672,#C C inspects the food
155.7449686,156.6943986,4672,4700,#C C stares at the food
156.6943986,165.7350386,4700,4971,#C C chops the food
165.7350386,169.0784086,4971,5072,#C C inspects the food
169.0784086,175.9167086,5072,5277,#C C chops the food
175.9167086,179.6710786,5277,5390,#C C inspects the food
179.6710786,185.1598986,5390,5554,#C C chops the food
185.1598986,186.8488786,5554,5605,#C C inspects the food
186.8488786,187.8582386,5605,5635,#C C chops the food
187.8582386,189.5239686,5635,5685,#C C scoops the food with a knife
189.5239686,191.9399086,5685,5758,#C C puts the food on the cooking pot
191.9399086,192.82265859999998,5758,5784,#C C inspects the food
192.82265859999998,198.9505786,5784,5968,#C C chops the food
198.9505786,200.6147786,5968,6018,#C C inspects the food
200.6147786,209.2992186,6018,6278,#C C chops the food
209.2992186,210.28862859999998,6278,6308,#C C inspects the food
210.28862859999998,211.8118886,6308,6354,#C C scoops the food with a knife
211.8118886,213.2574286,6354,6397,#C C puts the food on the cooking pot
213.2574286,214.0531786,6397,6421,#C C inspects the food
214.0531786,219.5714386,6421,6587,#C C chops the food
219.5714386,220.4285086,6587,6612,#C C inspects the food
220.4285086,225.0099986,6612,6750,#C C chops the food
225.0099986,225.83161859999998,6750,6774,#C C inspects the food
225.83161859999998,226.6569886,6774,6799,#C C chops the food
226.6569886,227.90888859999998,6799,6837,#C C inspects the food
227.90888859999998,231.6580386,6837,6949,#C C chops the food
231.6580386,232.4275386,6949,6972,#C C inspects the food
232.4275386,233.7635286,6972,7012,#C C stares at the food
233.7635286,234.72935859999998,7012,7041,#C C inspects the food
234.72935859999998,240.83618859999999,7041,7224,#C C chops the food
240.83618859999999,241.7884886,7224,7253,#C C inspects the food
241.7884886,247.5730286,7253,7427,#C C chops the food
247.5730286,249.5073386,7427,7485,#C C inspects the food
249.5073386,257.8217586,7485,7734,#C C chops the food
257.8217586,258.6471986,7734,7759,#C C inspects the food
258.6471986,265.0142786,7759,7950,#C C chops the food
265.0142786,266.67814860000004,7950,8000,#C C scoops the food with a knife
266.67814860000004,269.1265186,8000,8073,#C C puts the food on the cooking pot
269.1265186,270.9133186,8073,8127,#C C scoops the food with a knife
270.9133186,272.14831860000004,8127,8164,#C C puts the food on the cooking pot
272.14831860000004,274.0453286,8164,8221,#C C removes the food from the chopsticks
274.0453286,275.0691286,8221,8251,#C C inspects the food
275.0691286,288.1312886,8251,8643,#C C chops the food
288.1312886,289.6462086,8643,8689,#C C moves a sweet dried plum on the chopping board
289.6462086,294.9796286,8689,8849,#C C peels the sweet dried plum using a knife and chop sticks
294.9796286,296.6719186,8849,8900,#C C moves a sweet dried plum seed on the chopping board
296.6719186,298.0691286,8900,8941,#C C moves a sweet dried plum on the chopping board
298.0691286,304.2588986,8941,9127,#C C peels the sweet dried plum using a knife and chop sticks
304.2588986,304.99042860000003,9127,9149,#C C moves a sweet dried plum seed on the chopping board
304.99042860000003,306.4665886,9149,9193,#C C moves a sweet dried plum on the chopping board
306.4665886,313.56185860000005,9193,9406,#C C peels the sweet dried plum using a knife and chop sticks
313.56185860000005,314.2134386,9406,9426,#C C moves a sweet dried plum seed on the chopping board
314.2134386,317.6201386,9426,9528,#C C moves a sweet dried plum on the chopping board
317.6201386,322.48485860000005,9528,9674,#C C peels the sweet dried plum using a knife and chop sticks
322.48485860000005,328.5859186,9674,9857,#C C moves a sweet dried plum seed on the chopping board
328.5859186,339.92105860000004,9857,10197,#C C smashes the sweet dried peels using a knife and chop sticks
339.92105860000004,340.86479860000003,10197,10225,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
340.86479860000003,342.36102860000005,10225,10270,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
342.36102860000005,343.1773986,10270,10295,#C C moves a sweet dried plum on the chopping board
343.1773986,350.22691860000003,10295,10506,#C C peels the sweet dried plum using a knife and chop sticks
350.22691860000003,352.3590286,10506,10570,#C C moves a sweet dried plum seed on the chopping board
352.3590286,353.3696686,10570,10600,#C C moves a sweet dried plum on the chopping board
353.3696686,360.30888860000005,10600,10809,#C C peels the sweet dried plum using a knife and chop sticks
360.30888860000005,361.61445860000003,10809,10848,#C C moves a sweet dried plum seed on the chopping board
361.61445860000003,361.9278686,10848,10857,#C C moves a sweet dried plum on the chopping board
361.9278686,369.3021486,10857,11078,#C C peels the sweet dried plum using a knife and chop sticks
369.3021486,370.15605860000005,11078,11104,#C C moves a sweet dried plum seed on the chopping board
370.15605860000005,372.3038386,11104,11168,#C C moves a sweet dried plum on the chopping board
372.3038386,385.0722286,11168,11552,#C C peels the sweet dried plum using a knife and chop sticks
385.0722286,386.96500860000003,11552,11608,#C C moves a sweet dried plum seed on the chopping board
386.96500860000003,395.47819860000004,11608,11864,#C C smashes the sweet dried peels using a knife
395.47819860000004,396.69505860000004,11864,11900,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
396.69505860000004,400.7975286,11900,12023,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
400.7975286,402.0845286,12023,12062,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
402.0845286,403.3537286,12062,12100,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
403.3537286,406.1375286,12100,12183,#C C moves a sweet dried plum on the chopping board
406.1375286,429.18689860000006,12183,12875,#C C peels the sweet dried plum using a knife and chop sticks
429.18689860000006,430.71094860000005,12875,12921,#C C moves a sweet dried plum seed on the chopping board
430.71094860000005,439.07810860000006,12921,13172,#C C smashes the sweet dried peels using a knife
439.07810860000006,439.99683860000005,13172,13199,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
439.99683860000005,441.2711686,13199,13238,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
441.2711686,443.79880860000003,13238,13313,#C C moves a sweet dried plum on the chopping board
443.79880860000003,454.8117786,13313,13644,#C C peels the sweet dried plum using a knife and chop sticks
454.8117786,456.2110586,13644,13686,#C C moves a sweet dried plum seed on the chopping board
456.2110586,457.21054860000004,13686,13716,#C C moves a sweet dried plum on the chopping board
457.21054860000004,461.9718286,13716,13859,#C C peels the sweet dried plum using a knife and chop sticks
461.9718286,463.4909986,13859,13904,#C C moves a sweet dried plum seed on the chopping board
463.4909986,464.98503860000005,13904,13949,#C C moves a sweet dried plum on the chopping board
464.98503860000005,470.7726586,13949,14123,#C C peels the sweet dried plum using a knife and chop sticks
470.7726586,472.8427686,14123,14185,#C C moves a sweet dried plum seed on the chopping board
472.8427686,473.7704186,14185,14212,#C C moves a sweet dried plum on the chopping board
473.7704186,480.8477386,14212,14425,#C C peels the sweet dried plum using a knife and chop sticks
480.8477386,483.4995086,14425,14504,#C C moves a sweet dried plum seed on the chopping board
483.4995086,488.51390860000004,14504,14655,#C C smashes the sweet dried peels using a knife
488.51390860000004,489.2535686,14655,14677,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
489.2535686,490.76183860000003,14677,14722,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
490.76183860000003,491.7218186,14722,14751,#C C moves a sweet dried plum on the chopping board
491.7218186,499.82962860000004,14751,14994,#C C peels the sweet dried plum using a knife and chop sticks
499.82962860000004,501.1760686,14994,15035,#C C moves a sweet dried plum seed on the chopping board
501.1760686,501.8184886,15035,15054,#C C moves a sweet dried plum on the chopping board
501.8184886,511.7977086,15054,15353,#C C peels the sweet dried plum using a knife and chop sticks
511.7977086,513.8020786000001,15353,15413,#C C moves a sweet dried plum seed on the chopping board
513.8020786000001,515.0486386,15413,15451,#C C moves a sweet dried plum on the chopping board
515.0486386,525.1884786,15451,15755,#C C peels the sweet dried plum using a knife and chop sticks
525.1884786,527.3845086,15755,15821,#C C moves a sweet dried plum seed on the chopping board
527.3845086,528.4009786,15821,15851,#C C scoops the smashed sweet dried peels from the chopping board using a knife and chop sticks
528.4009786,534.3244086000001,15851,16029,#C C puts the smashed sweet dried plums peels in the pot using a knife and chop sticks
534.3244086000001,535.1145286,16029,16053,#C C moves the sweet dried plums seeds on the chopping board
535.1145286,538.5100986000001,16053,16155,#C C presses the seeds with a knife
538.5100986000001,539.9622386,16155,16198,#C C puts the chop sticks on the chopping board
539.9622386,540.6475086,16198,16219,#C C puts the knife on the chopping board
540.6475086,541.7466386,16219,16252,#C C picks up the seeds with hands
541.7466386,542.1533686,16252,16264,#C C picks up the knife
542.1533686,543.6215186000001,16264,16308,#C C puts the knife on the chopping board
543.6215186000001,544.8793486000001,16308,16346,# C picks up a spoon from the shelf
544.8793486000001,555.4520486,16346,16663,#C C peels the sweet dried plum using a spoon
555.4520486,556.8423986,16663,16705,#C C Puts the soul plum on the cutting board
556.8423986,569.2802986,16705,17078,#C C Peels the sour plums
569.2802986,569.9778786,17078,17099,#C C Moves the sour plum
569.9778786,609.0694086,17099,18271,#C C Peels the sour plums
609.0694086,610.7473586,18271,18322,#C C Rubs the cutting board with the spoon
610.7473586,613.3465186,18322,18400,#C C Peels the sour plums
613.3465186,615.3088086,18400,18459,#C C Moves the sour plum
615.3088086,631.6724586,18459,18950,#C C Peels the sour plums
631.6724586,632.0947386,18950,18962,#C C Holds the soul plum
632.0947386,632.8029586,18962,18983,#C C Puts the soul plum on the cutting board
632.8029586,642.4044286,18983,19272,#C C Peels the sour plums
642.4044286,643.1519086000001,19272,19294,#C C Picks the piece of soul plum
643.1519086000001,644.2313086,19294,19326,#C C Puts the piece of soul plum on the cutting board
644.2313086,659.5244386,19326,19785,#C C Peels the sour plums
659.5244386,661.0889986000001,19785,19832,#C C Rubs the cutting board with spoon
661.0889986000001,674.6189786,19832,20238,#C C Peels the sour plums
674.6189786,676.1654586000001,20238,20284,#C C Moves the soul plum
676.1654586000001,681.7178586,20284,20451,#C C Peels the sour plums
681.7178586,683.0286386,20451,20490,#C C Moves the soul plum
683.0286386,687.8682486,20490,20635,#C C Peels the sour plums
687.8682486,690.3500586,20635,20710,#C C Moves the soul plum
690.3500586,692.3356186,20710,20769,#C C Picks the soul plum with the spoon
692.3356186,694.5298686,20769,20835,#C C Removes the pieces of soul plums from the spoon
694.5298686,695.4313586,20835,20862,#C C Holds the soul plums with the spoon
695.4313586,696.3523286000001,20862,20890,#C C Puts the soul plum on the hand
696.3523286000001,697.9004786,20890,20936,#C C Puts the soul plum in the bowl
697.9004786,705.7941386,20936,21173,#C C Peels the sour plums
705.7941386,706.6331286000001,21173,21198,#C C Rubs the cutting board with the spoon
706.6331286000001,709.6331286000001,21198,21298,#C C Peels the sour plums
